# ID	lat[deg]	long[deg]	czHelio[km/s]	Ks	group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]
20223489-2949254	-31.7227	13.0403	5805	11.208	210632	1	-31.7227	13.0403	5805
20222535+1013354	-14.9330	52.9978	7778	10.823	208013	1	-14.9330	52.9978	7778
20223248-5045105	-34.8270	348.2176	4738	11.167	211435	1	-34.8270	348.2176	4738
20223516-3022377	-31.8678	12.4120	13407	11.489	201445	2	-32.1192	12.4288	12988
20223101+1009004	-14.9930	52.9433	5434	9.469	201199	3	-14.9662	52.6465	5396
20223895+0935064	-15.3182	52.4634	7858	10.828	207500	1	-15.3183	52.4634	7858
20223652+0355497	-18.2227	47.3954	6758	11.723	210621	1	-18.2227	47.3954	6758
20225477-4930244	-34.8450	349.7373	11597	10.648	204798	1	-34.8450	349.7372	11597
20225756-1845461	-28.3146	25.2029	15522	11.658	203944	1	-28.3146	25.2029	15522
20225911-2056561	-29.0962	22.8751	16189	11.124	201768	2	-28.9168	22.7028	16058
20230037-4416138	-34.4854	356.0898	16664	11.188	202170	2	-34.3106	355.8490	16664
20230428+0932379	-15.4285	52.4839	7122	11.379	209859	1	-15.4285	52.4839	7122
20230297-3130511	-32.2503	11.1429	5711	10.886	202787	2	-32.1100	11.2278	5726
20231383-2742525	-31.2824	15.4653	5738	8.889	206135	1	-31.2824	15.4653	5738
20231560+0039528	-19.9862	44.4812	3801	10.319	211264	1	-19.9863	44.4812	3801
20231667-2111133	-29.2423	22.6460	7866	10.705	200897	3	-29.3534	22.7764	8285
20232111-1819203	-28.2401	25.7070	7945	10.653	207445	1	-28.2401	25.7070	7945
20232258-5204593	-34.9798	346.5985	5761	10.922	200797	7	-35.2975	346.8390	5862
20232654-4646162	-34.7800	353.0701	8990	11.097	207552	1	-34.7800	353.0701	8990
20233306+5820385	11.8545	93.3596	3101	9.293	110895	1	11.8545	93.3596	3101
20233389+0626372	-17.1471	49.7926	4849	9.456	201322	3	-17.0981	49.9256	4825
20233895-2816401	-31.5291	14.8622	3058	11.111	211952	1	-31.5291	14.8623	3058
20234488-1919315	-28.6916	24.6826	3234	8.431	208461	1	-28.6916	24.6826	3234
20235100-4821313	-34.9463	351.1441	5445	11.699	201222	3	-34.6727	351.6800	5555
20235495-5039063	-35.0421	348.3473	5080	11.038	201177	6	-34.9393	349.0844	5594
20235633-2600538	-30.9384	17.4181	3128	10.956	202553	3	-30.8796	18.5732	3132
20235805-4359432	-34.6286	356.4438	2954	8.805	201151	3	-34.6815	356.6746	2937
20240189-3656167	-33.6190	4.8838	8773	10.618	206728	1	-33.6190	4.8838	8773
20240799-2327474	-30.1871	20.2508	16657	11.698	203818	1	-30.1870	20.2509	16657
20241634-2105190	-29.4264	22.8435	8536	10.917	200897	3	-29.3534	22.7764	8285
20242054-1102461	-25.5843	33.3111	6025	11.497	210646	1	-25.5843	33.3111	6025
20242178+1234396	-14.0830	55.3148	4528	11.747	202962	2	-14.1827	55.2445	4524
20241997-4941044	-35.0816	349.5308	5488	10.113	201177	6	-34.9393	349.0844	5594
20242223-5026023	-35.1093	348.6156	5983	9.998	201177	6	-34.9393	349.0844	5594
20242460-4021587	-34.2584	0.8228	12108	10.620	204592	1	-34.2584	0.8228	12108
20242813-4339127	-34.6826	356.8685	2796	8.871	201151	3	-34.6815	356.6746	2937
20243561-3027539	-32.3087	12.4424	12569	11.191	201445	2	-32.1192	12.4288	12988
20243578+1226376	-14.2031	55.2300	4521	9.902	202962	2	-14.1827	55.2445	4524
20243641+0654404	-17.1271	50.3513	4865	9.974	201322	3	-17.0981	49.9256	4825
20244302-3412159	-33.2097	8.1261	11915	11.545	206103	1	-33.2097	8.1262	11915
20244360-4130434	-34.4758	359.4579	5530	10.848	210563	1	-34.4758	359.4579	5530
20250669-2448339	-30.8241	18.8501	3205	8.484	202553	3	-30.8796	18.5732	3132
20251202+0515472	-18.1023	48.9487	4846	11.155	210807	1	-18.1023	48.9487	4846
20252020-2549454	-31.1828	17.7347	3064	10.672	202553	3	-30.8796	18.5732	3132
20252370-3317566	-33.1496	9.2187	9868	11.423	206842	1	-33.1496	9.2187	9868
20252950-1551134	-27.7836	28.5154	8620	11.120	207693	1	-27.7836	28.5154	8620
20252781-5131556	-35.2984	347.2750	5807	11.531	200797	7	-35.2975	346.8390	5862
20253020+1034210	-15.3920	53.7178	7779	10.717	207613	1	-15.3920	53.7178	7779
20254030-3332457	-33.2604	8.9460	11098	11.017	201559	2	-33.2776	8.9499	10878
20254158-1726333	-28.4316	26.8699	6273	11.063	210021	1	-28.4316	26.8699	6273
20254787-3411367	-33.4258	8.1960	3923	10.336	211247	1	-33.4258	8.1959	3923
20255006-3332497	-33.2938	8.9535	10657	11.299	201559	2	-33.2776	8.9499	10878
20260114-1830156	-28.8955	25.7778	7311	10.548	200627	4	-29.1301	25.8336	6994
20260966+0109200	-20.3763	45.3164	3814	9.766	210359	1	-20.3763	45.3164	3814
20261758-5224170	-35.4263	346.2050	5946	10.617	200797	7	-35.2975	346.8390	5862
20262026-2307017	-30.5543	20.8199	8286	10.655	207108	1	-30.5543	20.8199	8286
20261994-4802380	-35.3438	351.5537	6108	11.302	210363	1	-35.3438	351.5537	6108
20262565+0254350	-19.5599	46.9700	4961	10.734	201042	3	-19.6918	46.8269	5145
20262627+1501040	-13.1817	57.7052	8506	10.675	206991	1	-13.1818	57.7051	8506
20262589-0504079	-23.4096	39.4569	5627	11.150	210608	1	-23.4095	39.4569	5627
20263803+0238271	-19.7394	46.7505	5146	10.401	201042	3	-19.6918	46.8269	5145
20263988-5447588	-35.4284	343.2650	4574	9.901	209538	1	-35.4284	343.2649	4574
20264203+0241431	-19.7265	46.8095	5328	10.248	201042	3	-19.6918	46.8269	5145
20264264+1041400	-15.5778	53.9891	4464	10.896	200649	4	-15.9175	54.2571	4513
20265207-1837022	-29.1239	25.7412	7035	10.432	200627	4	-29.1301	25.8336	6994
20265624-3936580	-34.6273	1.8085	2558	11.544	212219	1	-34.6274	1.8085	2558
20270925-3049109	-32.9307	12.1982	12826	11.288	205118	1	-32.9307	12.1983	12826
20272835+0805531	-17.1136	51.7986	4692	9.741	209054	1	-17.1136	51.7986	4692
20273375-5505252	-35.5453	342.9018	831	11.394	212368	1	-35.5453	342.9018	831
20273504+1204401	-15.0151	55.3178	9373	10.985	202688	2	-14.8649	55.1784	9393
20273533-1850059	-29.3618	25.5794	7707	11.355	201056	3	-29.5273	25.5788	7902
20273955+1045261	-15.7411	54.1736	5298	11.125	211078	1	-15.7411	54.1736	5298
20273886-4701373	-35.5133	352.8140	2779	9.318	210851	1	-35.5133	352.8140	2779
20274221-4343523	-35.2722	356.8464	3062	11.524	201151	3	-34.6815	356.6746	2937
20274563-5223037	-35.6505	346.2276	4620	10.834	200730	4	-35.8177	346.0776	4698
20274605-0304375	-22.7749	41.5411	5694	9.304	207046	1	-22.7749	41.5411	5694
20275674-4436383	-35.3951	355.7776	12199	11.377	202722	2	-35.4268	356.1174	12218
20280116-1846442	-29.4366	25.6816	6927	11.666	200627	4	-29.1301	25.8336	6994
20280644-5141296	-35.7091	347.0799	5867	11.357	200797	7	-35.2975	346.8390	5862
20281105-1817292	-29.2960	26.2190	6703	11.109	200627	4	-29.1301	25.8336	6994
20281195+0017179	-21.2470	44.7776	1671	11.025	212288	1	-21.2470	44.7776	1671
20281579-5240417	-35.7227	345.8645	4874	11.698	200730	4	-35.8177	346.0776	4698
20281008+0029289	-21.1403	44.9631	5902	11.415	210804	1	-21.1403	44.9632	5902
20280975+0028239	-21.1480	44.9455	5565	11.374	211008	1	-21.1480	44.9455	5565
20281866+1045204	-15.8770	54.2615	4228	9.591	200649	4	-15.9175	54.2571	4513
20282255-5225317	-35.7437	346.1755	4589	11.375	200730	4	-35.8177	346.0776	4698
20282535-3304283	-33.7176	9.6488	3681	10.843	211637	1	-33.7176	9.6487	3681
20282884+2543241	-7.5583	66.9832	4337	8.712	202041	2	-7.5621	66.9894	4252
20283004-1900012	-29.6226	25.4914	7962	11.633	201056	3	-29.5273	25.5788	7902
20283383-3601376	-34.3451	6.1670	2215	8.645	202106	2	-34.3457	6.1656	2292
20283498-3602356	-34.3519	6.1488	2370	11.658	202106	2	-34.3457	6.1656	2292
20284031+0420434	-19.3148	48.5833	10896	10.646	201163	3	-19.4574	48.9740	11022
20283506+2544001	-7.5717	67.0050	4167	9.770	202041	2	-7.5621	66.9894	4252
20290147+1040433	-16.0662	54.2918	4764	10.910	200649	4	-15.9175	54.2571	4513
20290949+1044383	-16.0589	54.3674	4595	10.219	200649	4	-15.9175	54.2571	4513
20291261-2240179	-31.0355	21.5604	5869	9.981	201318	3	-31.0597	21.4812	5932
20291894-4429031	-35.6277	355.9575	9415	11.527	200232	7	-36.2003	356.5212	9068
20292468-0010265	-21.7378	44.5044	5428	10.419	209732	1	-21.7378	44.5044	5428
20292703-2112506	-30.6039	23.1830	11162	11.105	205781	1	-30.6039	23.1830	11162
20294073-1006315	-26.3730	34.8751	6194	10.784	209680	1	-26.3730	34.8751	6194
20293518-1230129	-27.3580	32.4279	4032	10.212	210898	1	-27.3580	32.4279	4032
20293755-4350280	-35.6279	356.7517	6714	11.748	210640	1	-35.6279	356.7518	6714
20294916-0201443	-22.7263	42.8051	5649	11.521	200163	9	-23.4655	43.0190	5945
20295095-3858436	-35.0903	2.6783	6512	11.020	200538	5	-35.2638	2.8356	6440
20295290-0211283	-22.8177	42.6587	5662	11.196	200163	9	-23.4655	43.0190	5945
20300800-3212384	-33.8762	10.7589	5756	10.813	210130	1	-33.8762	10.7588	5756
20295655-2251535	-31.2578	21.4108	5978	11.547	201318	3	-31.0597	21.4812	5932
20300046-0051193	-22.2005	43.9415	5530	11.180	210758	1	-22.2005	43.9415	5530
20300749+0303060	-20.2852	47.5957	3980	11.581	211953	1	-20.2852	47.5956	3980
20300848-1513401	-28.5728	29.6628	3494	10.815	211867	1	-28.5728	29.6628	3494
20301427-1906574	-30.0472	25.5363	8000	10.085	200263	7	-30.4952	25.2467	8217
20301527-3448434	-34.4510	7.6924	5854	10.434	209369	1	-34.4510	7.6923	5854
20301785+1338484	-14.7153	57.0519	8351	11.050	207934	1	-14.7152	57.0519	8351
20301991-0753263	-25.5501	37.1731	5735	10.410	209225	1	-25.5502	37.1731	5735
20302355-0050336	-22.2782	44.0041	6573	10.943	200581	4	-22.3386	43.9390	6157
20302149-0100286	-22.3512	43.8435	6321	9.862	200581	4	-22.3386	43.9390	6157
20302443-0346326	-23.6852	41.2085	5647	10.705	202088	2	-23.7281	41.1494	5725
20303073+0151591	-20.9660	46.5538	3716	11.447	212024	1	-20.9659	46.5538	3716
20302670-6605502	-34.6010	329.4851	10630	11.668	207196	1	-34.6010	329.4850	10630
20303506+0444521	-19.5175	49.2089	11032	11.203	201163	3	-19.4574	48.9740	11022
20303085-0355165	-23.7771	41.0818	5803	10.919	202088	2	-23.7281	41.1494	5725
20303447-2546336	-32.2929	18.2055	12251	11.642	201603	2	-32.2549	18.5490	12054
20303109-0100505	-22.3891	43.8587	5905	10.699	200581	4	-22.3386	43.9390	6157
20303849-3329079	-34.2590	9.2851	3081	9.411	210565	1	-34.2590	9.2851	3081
20304197-1908409	-30.1594	25.5502	8172	11.244	200263	7	-30.4952	25.2467	8217
20304668-3914549	-35.3078	2.3838	6494	10.756	200538	5	-35.2638	2.8356	6440
20304713-4728256	-36.0665	352.2955	5219	10.275	202120	2	-36.1009	352.4125	5146
20304748-4422566	-35.8820	356.1088	9100	10.810	200232	7	-36.2003	356.5212	9068
20304749-4424146	-35.8838	356.0821	9179	10.855	200232	7	-36.2003	356.5212	9068
20303951-0219305	-23.0523	42.6319	6039	11.334	200163	9	-23.4655	43.0190	5945
20305235+0445425	-19.5717	49.2608	11139	10.856	201163	3	-19.4574	48.9740	11022
20305302-2521591	-32.2383	18.6926	11856	10.731	201603	2	-32.2549	18.5490	12054
20305523-0038575	-22.2994	44.2562	5829	11.048	200581	4	-22.3386	43.9390	6157
20310124-6422370	-34.9709	331.5321	11580	11.192	205432	1	-34.9709	331.5321	11580
20310163-0156074	-22.9460	43.0513	6189	10.521	200163	9	-23.4655	43.0190	5945
20310560-5236480	-36.1533	345.9332	4709	11.118	200730	4	-35.8177	346.0776	4698
20313028+0706470	-18.4815	51.4707	7909	11.690	209746	1	-18.4815	51.4707	7909
20312704-0158288	-23.0577	43.0693	5966	10.685	200163	9	-23.4655	43.0190	5945
20313351-1922074	-30.4285	25.3912	8181	10.572	200263	7	-30.4952	25.2467	8217
20313813-4412592	-36.0194	356.3280	6645	10.576	200659	4	-36.3346	356.2830	6926
20313906-3049549	-33.8702	12.4645	2848	8.791	201223	3	-34.4156	11.6830	2765
20314047-4706126	-36.2018	352.7612	5072	11.538	202120	2	-36.1009	352.4125	5146
20314978+0132415	-21.4120	46.4322	5352	10.507	210006	1	-21.4119	46.4322	5352
20315446+1825078	-12.3774	61.3500	14045	11.129	204209	1	-12.3774	61.3500	14045
20315226-3047549	-33.9081	12.5170	2657	11.444	201223	3	-34.4156	11.6830	2765
20320311-4425007	-36.1091	356.0878	9262	10.864	200232	7	-36.2003	356.5212	9068
20320390-5735152	-35.9964	339.7784	7547	11.053	208415	1	-35.9964	339.7785	7547
20320435-2042057	-31.0054	23.9865	8022	11.085	202166	2	-31.1359	23.7320	8090
20321190+0450345	-19.8129	49.5156	14351	11.052	204091	1	-19.8129	49.5156	14351
20321114-2734581	-33.1503	16.2674	12199	11.191	205231	1	-33.1503	16.2675	12199
20321230-0903214	-26.4791	36.2357	6074	9.935	207779	1	-26.4791	36.2357	6074
20321601-0214569	-23.3684	42.9141	5949	10.354	200163	9	-23.4655	43.0190	5945
20321781-1940026	-30.6966	25.1378	8437	11.693	200263	7	-30.4952	25.2467	8217
20321881-1943586	-30.7233	25.0679	8462	10.043	200263	7	-30.4952	25.2467	8217
20321927+1122020	-16.3745	55.3504	4503	9.415	208829	1	-16.3746	55.3504	4503
20323158-3414297	-34.7968	8.4842	5752	11.054	210568	1	-34.7969	8.4842	5752
20323434-7210030	-33.3999	322.3024	3935	10.712	211343	1	-33.3999	322.3024	3935
20323818+0954590	-17.2252	54.1200	4561	11.407	201267	3	-17.2724	54.1499	4654
20325022+0955351	-17.2614	54.1567	4707	8.758	201267	3	-17.2724	54.1499	4654
20325594+5430316	8.6181	90.8885	8435	9.462	105189	1	8.6181	90.8885	8435
20330933-3117537	-34.2931	12.0088	9826	11.055	202181	2	-34.3143	12.2165	9826
20330610-0201390	-23.4446	43.2352	5988	9.288	200163	9	-23.4655	43.0190	5945
20331925-2528281	-32.7959	18.7632	6044	9.624	200200	8	-33.3150	19.1417	5800
20332661+1905445	-12.2929	62.1317	14116	11.611	204741	1	-12.2929	62.1316	14116
20332170-0202135	-23.5062	43.2600	6174	10.091	200163	9	-23.4655	43.0190	5945
20332581+0603147	-19.4445	50.7831	15914	11.353	203814	1	-19.4444	50.7831	15914
20332568+1604323	-13.9968	59.5710	5627	11.451	211226	1	-13.9968	59.5710	5627
20332526-1934348	-30.9125	25.3453	8271	11.371	200263	7	-30.4952	25.2467	8217
20333098-2437257	-32.5847	19.7436	7442	11.308	209418	1	-32.5847	19.7436	7442
20333640+0237467	-21.2486	47.6781	14311	11.177	201575	2	-21.0733	47.7777	14518
20333916-4354197	-36.3565	356.7472	9251	10.682	200232	7	-36.2003	356.5212	9068
20334133-1122080	-27.7995	34.0628	3613	10.230	211306	1	-27.7995	34.0627	3613
20340115-4416427	-36.4498	356.2911	6880	11.090	200659	4	-36.3346	356.2830	6926
20340206-5258522	-36.5853	345.4581	2556	10.692	211950	1	-36.5853	345.4582	2556
20340353-4942302	-36.6545	349.5352	12639	11.586	205430	1	-36.6545	349.5352	12639
20341675-4418170	-36.4981	356.2627	7111	10.991	200659	4	-36.3346	356.2830	6926
20341726-2632532	-33.3131	17.6109	11905	11.632	201892	2	-33.3264	17.6031	12008
20342056-3158512	-34.6937	11.2714	2791	8.033	201223	3	-34.4156	11.6830	2765
20342151-2633452	-33.3323	17.5997	12110	10.815	201892	2	-33.3264	17.6031	12008
20342516-4926133	-36.7122	349.8737	6240	11.290	202989	2	-36.9731	350.0525	6243
20342504-4740031	-36.6853	352.0804	12774	11.147	205063	1	-36.6853	352.0805	12774
20343135-3037289	-34.4203	12.8851	5807	10.326	209162	1	-34.4203	12.8851	5807
20343610+1256471	-15.9752	57.0438	8067	10.835	207815	1	-15.9751	57.0438	8067
20343832-4334271	-36.5081	357.1751	12180	11.692	206062	1	-36.5081	357.1750	12180
20343870-4350251	-36.5298	356.8450	8827	11.297	200232	7	-36.2003	356.5212	9068
20344234+0759219	-18.6899	52.6983	7995	11.450	200943	3	-18.7077	52.8027	8045
20344462+0759119	-18.6994	52.7011	7787	10.766	200943	3	-18.7077	52.8027	8045
20344545-3549259	-35.5417	6.6872	26922	11.692	0	1	-35.5417	6.6872	26922
20345233+6009132	11.6729	95.7187	40	5.424	0	1	11.6729	95.7187	40
20345599-2306179	-32.4229	21.5750	12726	10.433	204127	1	-32.4229	21.5751	12726
20350466+0156214	-21.9151	47.2382	4014	10.757	211630	1	-21.9151	47.2382	4014
20350478-4141029	-36.4182	359.5247	5304	9.873	208605	1	-36.4183	359.5247	5304
20350692+6448100	14.2988	99.6565	2761	9.243	111274	1	14.2989	99.6565	2761
20351606-0937207	-27.4057	36.0321	6108	10.423	209029	1	-27.4057	36.0321	6108
20351571-7327096	-33.2326	320.7593	3858	11.309	202512	2	-33.5906	320.4394	3822
20351806-4951557	-36.8547	349.3386	2579	11.119	202642	2	-36.8929	349.1887	2604
20353789-0925325	-27.4012	36.2756	3603	10.418	211481	1	-27.4012	36.2756	3603
20353105-0245536	-24.3280	42.8451	5892	9.589	200163	9	-23.4655	43.0190	5945
20352378-0614407	-25.9307	39.4330	5798	10.143	208955	1	-25.9307	39.4330	5798
20353163-4326185	-36.6581	357.3593	8443	10.705	200232	7	-36.2003	356.5212	9068
20353522-4422308	-36.7362	356.1948	7066	11.261	200659	4	-36.3346	356.2830	6926
20354128-0000209	-23.0205	45.4985	9709	10.857	206331	1	-23.0205	45.4984	9709
20355629-2516480	-33.3041	19.1920	5759	9.750	200200	8	-33.3150	19.1417	5800
20355788-4936150	-36.9631	349.6648	4936	10.161	209658	1	-36.9631	349.6648	4936
20360235-5123430	-36.9468	347.4235	4850	11.512	211715	1	-36.9468	347.4235	4850
20355787-5011320	-36.9585	348.9289	2628	11.269	202642	2	-36.8929	349.1887	2604
20355726-5417579	-36.7993	343.7975	3432	9.998	202035	2	-37.3132	343.7462	3348
20355783-2149286	-32.2357	23.1003	8043	11.378	208796	1	-32.2357	23.1003	8043
20360500-2410424	-33.0064	20.4595	7497	10.996	208787	1	-33.0064	20.4594	7497
20361850-2525174	-33.4254	19.0592	5802	11.270	200200	8	-33.3150	19.1417	5800
20361379+6344233	13.5968	98.8248	5271	10.931	111303	1	13.5968	98.8248	5271
20362345-0437078	-25.3982	41.1593	6218	9.953	201995	3	-25.4808	41.4587	6240
20362504-4915324	-37.0374	350.0968	6246	9.706	202989	2	-36.9731	350.0525	6243
20362719-5217044	-36.9805	346.3085	13352	10.781	204346	1	-36.9805	346.3084	13352
20363381+1129409	-17.1754	56.0557	4448	9.175	208042	1	-17.1753	56.0557	4448
20363449-5737229	-36.5938	339.6586	10749	10.833	201266	3	-36.5509	339.5338	10823
20364729-4518290	-37.0028	355.0462	6737	10.963	209439	1	-37.0028	355.0463	6737
20365250-2511371	-33.4813	19.3652	5437	11.176	200200	8	-33.3150	19.1417	5800
20365758-5739093	-36.6417	339.6148	10906	11.244	201266	3	-36.5509	339.5338	10823
20365765-2939541	-34.7014	14.1700	5684	11.337	210974	1	-34.7014	14.1700	5684
20370093-0559471	-26.1749	39.8838	10730	10.998	205659	1	-26.1749	39.8838	10730
20370431+1239043	-16.6400	57.1350	5260	11.360	211284	1	-16.6400	57.1351	5260
20371227-5439414	-36.9551	343.3301	14421	11.679	202287	2	-36.9556	343.3382	14474
20371227-5439064	-36.9558	343.3423	14527	11.245	202287	2	-36.9556	343.3382	14474
20371407+6606203	14.8531	100.8958	1424	7.226	110531	1	14.8531	100.8958	1424
20372025-8046520	-30.9078	312.5535	11250	11.358	205845	1	-30.9077	312.5535	11250
20373087-1632298	-30.7140	29.0488	3521	10.578	211694	1	-30.7141	29.0489	3521
20373216-2734365	-34.2905	16.6591	6038	10.502	201746	2	-34.2943	16.6640	6179
20373689-2733585	-34.3045	16.6769	6320	11.608	201746	2	-34.2943	16.6640	6179
20374997-0605271	-26.3986	39.8943	3848	10.769	201330	3	-26.2969	40.6963	3848
20375585-6154384	-36.1612	334.3555	4328	10.309	210519	1	-36.1612	334.3555	4328
20375490+1037525	-17.9265	55.4898	8074	9.774	200321	6	-18.0751	55.6982	7998
20380158-0202179	-24.5268	43.8761	6386	11.389	202359	2	-24.5498	43.9113	6338
20380897+2006481	-12.6155	63.6367	8176	11.184	208237	1	-12.6155	63.6367	8176
20380776-2517086	-33.7796	19.3589	7752	11.285	209128	1	-33.7795	19.3589	7752
20381131+0654097	-19.9998	52.2118	4198	11.351	201883	2	-19.9950	52.3001	4308
20381072-6711047	-35.1198	327.9923	3211	10.336	211627	1	-35.1199	327.9922	3211
20380944+1043297	-17.9249	55.6064	8135	10.771	200321	6	-18.0751	55.6982	7998
20382024-5206374	-37.2763	346.5111	4580	8.978	201940	2	-37.2927	346.4995	4678
20381882-0406569	-25.5847	41.9007	6342	11.754	201995	3	-25.4808	41.4587	6240
20382387+0659476	-19.9936	52.3258	4417	9.906	201883	2	-19.9950	52.3001	4308
20382383-0407029	-25.6039	41.9100	6161	10.573	201995	3	-25.4808	41.4587	6240
20382970+1032506	-18.0917	55.4983	8432	11.119	200321	6	-18.0751	55.6982	7998
20383920-2507294	-33.8460	19.5857	5970	10.424	200200	8	-33.3150	19.1417	5800
20383812+1210299	-17.2219	56.9425	9334	11.152	206919	1	-17.2219	56.9425	9334
20383814+0144159	-22.7837	47.5372	9944	11.319	207176	1	-22.7837	47.5372	9944
20384579-5208355	-37.3402	346.4661	4777	10.318	201940	2	-37.2927	346.4995	4678
20385448-0538236	-26.4281	40.4787	3900	9.720	201330	3	-26.2969	40.6963	3848
20390064-0458215	-26.1405	41.1508	3797	9.566	201330	3	-26.2969	40.6963	3848
20390436-4110530	-37.1127	0.2423	11876	11.719	206364	1	-37.1126	0.2423	11876
20390719-2014268	-32.3993	25.1581	8465	11.080	200279	7	-32.8451	25.0937	8292
20391823-4436224	-37.4115	355.9547	6578	10.684	208769	1	-37.4115	355.9547	6578
20392089+1048205	-18.1248	55.8465	8085	9.800	200321	6	-18.0751	55.6982	7998
20392252+0854465	-19.1659	54.1781	8157	11.206	208647	1	-19.1660	54.1781	8157
20392640+0201069	-22.8139	47.9105	3854	10.565	202232	2	-22.8450	47.9388	3919
20393441-2829197	-34.9618	15.7309	10053	10.814	205990	1	-34.9619	15.7308	10053
20393405+1047320	-18.1771	55.8659	7525	11.385	200321	6	-18.0751	55.6982	7998
20394371-2004189	-32.4757	25.4040	8320	11.266	200279	7	-32.8451	25.0937	8292
20394481+0201529	-22.8733	47.9647	3984	10.478	202232	2	-22.8450	47.9388	3919
20401108-0137089	-24.7935	44.5680	9133	11.488	208123	1	-24.7935	44.5681	9133
20401627-5301583	-37.5194	345.3314	13216	11.353	200009	52	-39.3922	345.8071	14072
20402652-4003498	-37.2557	1.6712	11874	10.861	202617	2	-37.2349	1.6537	11899
20402959-6635215	-35.4809	328.6357	10334	11.619	207532	1	-35.4809	328.6357	10334
20403786-5418110	-37.4794	343.7298	3264	8.838	202035	2	-37.3132	343.7462	3348
20403932-2026199	-32.8051	25.0823	8016	10.351	200279	7	-32.8451	25.0937	8292
20403923-2044229	-32.9062	24.7450	11072	11.121	205291	1	-32.9062	24.7450	11072
20404001-2553044	-34.4991	18.8635	5862	11.533	211035	1	-34.4991	18.8635	5862
20404388+1047052	-18.4197	56.0256	7736	10.829	200321	6	-18.0751	55.6982	7998
20405206+0039104	-23.8135	46.8250	8024	11.278	208881	1	-23.8135	46.8250	8024
20405654-2028129	-32.8790	25.0743	8338	9.523	200279	7	-32.8451	25.0937	8292
20410493-2212103	-33.4805	23.1324	12875	10.979	202174	2	-33.4619	22.9462	12874
20411387-3811363	-37.1828	4.0262	6092	10.172	208260	1	-37.1828	4.0262	6092
20411560-3026190	-35.7881	13.5186	7586	11.610	209787	1	-35.7880	13.5186	7586
20411513-3229110	-36.2289	11.0464	5580	10.230	208823	1	-36.2288	11.0463	5580
20413021+1304232	-17.3001	58.1319	8223	10.448	206880	1	-17.3002	58.1319	8223
20413306-4142262	-37.6231	359.6365	11133	11.740	202329	2	-37.5676	359.3920	11183
20413508-5340371	-37.6692	344.5030	12519	11.604	200009	52	-39.3922	345.8071	14072
20413669-3759033	-37.2292	4.2989	6745	11.434	210153	1	-37.2292	4.2989	6745
20414210+5541532	8.3128	92.6084	2857	10.183	112336	1	8.3128	92.6084	2857
20414836-1350489	-30.6216	32.4034	8382	9.942	201620	2	-30.5496	32.2758	8185
20415704-1937587	-32.8151	26.1071	10977	11.124	205961	1	-32.8151	26.1072	10977
20420855-7337097	-33.6456	320.3900	3787	9.344	202512	2	-33.5906	320.4394	3822
20420856-2412562	-34.3352	20.9172	5769	11.128	210654	1	-34.3352	20.9172	5769
20421098-5514182	-37.6166	342.5292	8244	11.673	209339	1	-37.6166	342.5292	8244
20421371+1133572	-18.2912	56.9248	8411	10.792	207117	1	-18.2912	56.9248	8411
20421268-0534428	-27.1279	40.9664	8557	11.400	208662	1	-27.1279	40.9664	8557
20422348-1728296	-32.1433	28.5416	8272	10.972	207948	1	-32.1433	28.5416	8272
20422682-0718330	-27.9736	39.2621	8578	10.676	202577	2	-27.9459	39.4147	8548
20423550-4345235	-37.9553	357.0664	8319	11.602	209281	1	-37.9553	357.0664	8319
20430646+2138029	-12.6636	65.5952	14451	11.247	200213	7	-12.5948	66.3563	15723
20431434-2951122	-36.0696	14.3436	2695	10.012	202710	2	-36.0859	14.4346	2716
20432203-3731315	-37.5116	4.9296	8889	11.697	208844	1	-37.5115	4.9296	8889
20432393+1659142	-15.4409	61.7536	5919	11.742	211185	1	-15.4409	61.7536	5919
20432058-0429592	-26.8711	42.1841	8611	11.057	207157	1	-26.8711	42.1841	8611
20433007+8009215	22.1976	113.5501	4804	9.372	108331	1	22.1976	113.5501	4804
20432911-5321244	-37.9761	344.8790	3240	9.620	210710	1	-37.9762	344.8791	3240
20432938-1005316	-29.4350	36.5456	10293	10.919	201109	3	-29.6588	36.2448	10218
20433447-2942131	-36.1054	14.5448	2738	10.356	202710	2	-36.0859	14.4346	2716
20434168-5701493	-37.6190	340.2514	10865	10.773	205265	1	-37.6190	340.2514	10865
20434570-2633011	-35.3500	18.3167	12222	10.451	200608	4	-35.1719	18.3430	12421
20435368+1230429	-18.0980	57.9898	4650	9.294	201210	3	-18.1373	57.9988	4587
20435688-3326180	-36.9695	10.0210	10970	11.477	206731	1	-36.9695	10.0210	10970
20435731-8000029	-31.4607	313.2733	2721	8.384	209044	1	-31.4607	313.2733	2721
20435852-2040347	-33.6168	25.1278	8308	11.039	200279	7	-32.8451	25.0937	8292
20435274-0152383	-25.7247	44.8194	6535	11.456	210482	1	-25.7247	44.8195	6535
20440318+0312340	-23.1876	49.6640	4067	9.614	209869	1	-23.1875	49.6640	4067
20440967+1225042	-18.2047	57.9467	4469	11.030	201210	3	-18.1373	57.9988	4587
20440975-1043245	-29.8553	35.9711	10312	10.017	201109	3	-29.6588	36.2448	10218
20441264-3339560	-37.0653	9.7540	8341	11.681	209328	1	-37.0653	9.7541	8341
20441797+0235414	-23.5593	49.1266	8178	11.027	207749	1	-23.5594	49.1266	8178
