# group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
202647	2	-67.2505	42.9544	7606	35.13	0.50
201576	2	-41.3001	92.1432	11844	35.70	0.28
0	1	-48.4800	85.5300	10216	35.60	0.40
208764	1	-54.1104	79.1521	8643	34.53	0.40
200092	15	-48.4431	87.3484	3410	33.35	0.07
0	1	-38.8400	93.5900	2063	32.28	0.40
209637	1	-41.2133	92.0106	7607	35.23	0.40
200056	15	-38.8075	94.2521	11666	35.75	0.14
211886	1	-55.9413	77.5503	4304	34.25	0.40
212106	1	-68.5490	6.2432	2748	32.86	0.30
211811	1	-45.3372	89.3372	4108	33.80	0.30
205964	1	-46.7785	88.1242	8762	35.37	0.40
200647	4	-54.8314	79.9259	8959	35.10	0.31
200075	13	-46.8378	88.2747	12149	36.24	0.28
202952	2	-49.3736	85.8922	4952	33.87	0.30
207070	1	-67.9791	43.5531	9061	36.07	0.40
0	1	-37.6200	95.0400	7552	35.89	0.40
0	1	15.3900	117.7800	2438	33.44	0.40
0	1	-46.3900	315.0300	8609	35.51	0.40
200419	5	-62.3983	66.1307	9639	35.56	0.25
202369	2	-47.2158	88.1998	7991	35.37	0.40
206862	1	-57.2389	76.3511	9342	35.60	0.50
0	1	-40.8100	93.0700	2620	33.20	0.40
0	1	-67.9400	44.8700	7780	35.14	0.40
0	1	-49.2800	86.2000	4206	33.25	0.30
201492	2	-55.8355	78.8719	9078	35.44	0.25
202079	2	-68.6349	39.8067	6056	34.86	0.40
209410	1	-61.2843	69.0995	2214	32.79	0.30
212104	1	-45.9619	89.3188	3807	33.91	0.30
202839	2	-48.3185	87.4902	4185	33.11	0.21
206796	1	-54.2345	80.9216	10280	35.81	0.40
207290	1	-69.6260	22.4293	8528	34.53	0.50
0	1	-47.3100	315.7000	6529	34.73	0.40
0	1	-40.9300	93.1900	2926	33.89	0.40
202537	2	-41.3816	93.0689	7205	35.07	0.40
211993	1	-46.5581	89.0255	3554	33.24	0.30
200742	4	-53.9596	82.0100	9011	35.35	0.20
211263	1	-41.5480	93.0084	4378	33.43	0.30
211832	1	-56.5866	78.2088	3637	33.81	0.40
0	1	-32.8800	98.3300	6058	34.52	0.40
0	1	-23.7900	102.7800	8046	35.55	0.40
210167	1	-31.3253	99.1987	4275	33.43	0.40
209742	1	-34.5724	97.6097	6008	35.22	0.40
0	1	-52.9200	83.4400	3941	34.26	0.40
211608	1	-25.7916	102.0859	4897	34.01	0.18
0	1	-31.6100	99.3900	5972	33.51	0.40
208119	1	-62.7738	336.8562	8500	34.27	0.50
0	1	-67.7700	354.3600	10538	35.74	0.40
210196	1	-51.2426	85.6585	5098	33.87	0.28
212378	1	-18.9374	105.2405	369	29.73	0.18
209204	1	-44.3565	91.7389	7865	35.57	0.40
0	1	-66.1700	346.6900	10458	35.90	0.50
200486	5	-29.7693	100.6158	6009	34.94	0.28
208423	1	-64.9340	62.5749	7044	34.60	0.31
201958	2	-45.6136	90.9943	7966	35.76	0.40
209317	1	-35.2925	97.7846	8465	35.32	0.40
210955	1	-45.3662	91.2684	3878	33.25	0.24
205273	1	-35.5467	97.6570	12428	36.21	0.40
200103	11	-43.3183	93.6285	12669	36.14	0.08
211987	1	-44.2547	92.3153	3913	34.17	0.40
201968	2	-33.7944	98.8105	9740	35.92	0.40
0	1	-41.2300	94.5700	14096	36.39	0.50
200297	6	-40.8871	94.7782	12544	36.23	0.12
0	1	-41.3400	94.5100	10462	36.34	0.50
0	1	-44.3500	92.5500	9651	35.38	0.40
0	1	-55.8300	81.6200	2696	31.17	0.40
0	1	-34.7500	98.6300	5074	34.09	0.40
202280	2	-68.4065	50.2960	7638	35.38	0.40
206614	1	-48.8793	89.2896	10180	35.02	0.40
202297	2	-43.7952	93.5552	3910	33.87	0.40
200115	11	-27.2948	103.3678	5011	34.06	0.15
205833	1	-55.7456	323.1386	10185	35.39	0.50
0	1	-50.2600	88.3300	9886	35.93	0.40
0	1	-70.9100	29.7200	8413	34.94	0.40
204719	1	-44.6580	93.0467	12492	35.97	0.40
204922	1	-57.6142	80.2825	12908	35.12	0.50
0	1	-68.3600	53.5400	2872	33.03	0.30
0	1	-70.8600	11.8700	62	26.72	0.16
0	1	-46.0200	92.2800	3768	32.86	0.40
210847	1	-33.9362	99.6868	3474	33.46	0.40
202990	2	-32.0666	100.3736	5692	35.74	0.40
0	1	-48.6500	90.2900	6108	34.46	0.40
202693	2	-42.6967	93.9882	4279	34.48	0.40
202272	2	-45.4713	92.9680	4069	33.38	0.40
0	1	-43.6400	94.3900	9307	35.48	0.40
0	1	-49.6000	89.9700	11393	36.12	0.40
202130	2	-35.4554	99.2915	3482	33.44	0.40
0	1	-49.8400	89.8900	3524	33.21	0.30
209910	1	-36.5454	98.8819	3489	33.24	0.17
0	1	-43.5500	94.7800	-184	25.41	0.12
202186	2	-53.4488	86.7352	5138	33.79	0.40
202045	2	-54.6118	320.7293	3192	32.92	0.35
201717	2	-29.7919	102.3082	5434	34.97	0.40
210033	1	-53.6877	87.4733	4644	32.90	0.40
200966	3	-71.2765	4.7780	16309	36.71	0.50
202991	2	-71.9734	22.7877	7332	35.29	0.40
207024	1	-32.3619	101.4243	9184	35.56	0.30
0	1	-20.0400	106.5300	5457	34.39	0.40
211123	1	-42.8011	95.8589	4167	34.01	0.28
201368	5	-59.3454	81.5609	5120	33.82	0.20
0	1	-38.7700	98.4700	2696	32.74	0.30
200708	4	-72.3158	26.5262	8539	34.78	0.50
0	1	-70.6600	359.6200	10752	35.76	0.40
208558	1	-30.3568	103.0684	5595	33.13	0.40
0	1	-71.9500	38.4900	8152	35.16	0.40
202408	2	-58.2852	83.3369	10262	35.16	0.35
0	1	-33.9600	101.6000	7071	34.55	0.40
0	1	-42.6800	96.9800	5171	33.66	0.40
212183	1	-59.2360	82.1424	2288	30.78	0.40
211665	1	-59.4533	325.6335	1975	31.87	0.30
208692	1	-66.2659	338.9088	3081	32.85	0.24
202558	2	-38.1364	99.5837	5758	34.53	0.28
0	1	-33.9800	101.6500	3722	32.69	0.40
0	1	-43.3200	96.7400	6638	34.50	0.40
211405	1	-29.8757	103.5653	3797	32.95	0.30
200769	4	-15.8475	108.4772	4693	33.61	0.30
200814	4	-43.4412	97.6882	4038	33.91	0.40
212071	1	-60.9105	80.5102	2209	33.14	0.30
211937	1	-36.0723	101.3966	3053	31.89	0.40
0	1	-55.4100	320.2500	12240	35.59	0.50
200016	36	-33.2514	103.7053	9411	35.49	0.06
210831	1	-41.8518	98.0854	6715	35.66	0.40
0	1	-41.1400	98.4900	1479	32.05	0.30
210424	1	-45.8911	95.7548	6158	34.65	0.40
211536	1	-50.9430	92.1012	5229	34.51	0.40
209881	1	-58.0516	323.0375	3202	33.03	0.50
212268	1	-39.1611	99.8254	2178	32.98	0.30
201070	3	-28.2969	105.4859	4972	34.02	0.24
212337	1	-70.8771	353.7991	720	29.85	0.30
0	1	-70.4900	351.5300	1568	32.30	0.30
0	1	-72.2000	46.0600	1550	32.39	0.30
0	1	-44.9000	96.8900	3969	33.27	0.40
0	1	-41.8200	98.7300	2610	32.72	0.30
208338	1	-61.6343	80.7689	6766	33.81	0.50
0	1	-72.4600	45.3300	9349	35.57	0.40
211460	1	-57.1915	86.5916	2556	31.98	0.54
201221	3	-71.2717	52.7183	9413	35.31	0.50
200998	3	-64.9623	333.0716	3096	33.30	0.24
203752	1	-71.4883	355.2890	16021	36.26	0.50
205963	1	-58.0417	86.2595	10751	35.72	0.50
211447	1	-50.8230	93.4334	5260	34.68	0.40
0	1	-29.5800	104.8500	294	30.42	0.54
210871	1	-53.5236	91.2740	6141	34.19	0.40
211453	1	-63.1214	79.7110	2015	31.66	0.26
201349	3	-67.7051	70.3469	1805	32.22	0.26
203770	1	-58.9828	85.6911	16387	35.74	0.50
0	1	-72.3300	49.9500	5103	34.35	0.40
211371	1	-53.0034	92.0751	5644	34.30	0.40
207901	1	-49.6898	94.7969	8900	35.31	0.40
0	1	-57.8900	87.5300	6980	35.68	0.50
209014	1	-39.4370	101.2893	6758	35.75	0.40
212354	1	-34.3686	104.5090	750	30.72	0.26
204726	1	-33.4256	104.0014	11694	35.41	0.50
0	1	-73.9300	37.6800	6826	34.63	0.40
202898	2	-74.4794	25.0781	8422	35.05	0.31
202561	2	-65.0447	78.1403	10254	34.85	0.50
201565	2	-35.0273	103.1297	11668	36.87	0.40
200782	4	-54.3915	91.8922	6236	34.14	0.40
202858	2	-54.8259	91.5803	2896	32.67	0.45
200684	4	-61.2294	84.7012	6775	34.78	0.35
220016	12	-33.0344	104.9981	7493	34.83	0.16
209706	1	-72.4176	55.1503	4363	33.76	0.50
201482	2	-49.7214	313.6717	10485	35.55	0.40
0	1	-44.9400	99.2100	7028	35.08	0.40
207226	1	-43.6241	309.8957	8652	34.94	0.50
200295	7	-73.1102	356.3075	12059	35.98	0.26
0	1	-74.5300	10.6900	269	28.20	0.20
0	1	-61.2000	324.2200	9987	35.26	0.50
200276	9	-32.5985	105.8244	9081	35.45	0.17
0	1	-63.6400	82.5600	2114	31.72	0.30
200102	11	-50.4229	96.2344	11700	36.19	0.12
202672	2	-49.1776	97.1769	1686	31.54	0.28
205593	1	-53.4261	94.1713	11648	35.19	0.40
0	1	-38.3300	103.0400	5390	33.47	0.40
200630	4	-74.6625	42.0125	14612	36.87	0.29
200152	9	-60.6993	88.5667	6638	34.29	0.29
0	1	-59.6700	88.6500	2081	32.58	0.54
207065	1	-73.7633	51.6233	10118	36.21	0.40
202152	2	-75.4564	20.3641	10398	35.82	0.50
210877	1	-47.7083	98.7373	4263	33.32	0.40
200031	22	-76.1702	24.8404	8521	35.28	0.07
202888	2	-55.3080	93.9719	2947	32.01	0.30
209699	1	-70.9738	68.0955	7360	34.58	0.40
211563	1	-28.1766	107.6467	4855	33.83	0.40
206278	1	-59.3173	90.0735	11191	35.48	0.50
0	1	-57.9900	319.2600	1899	31.58	0.54
210539	1	-75.6818	15.4690	2836	31.99	0.45
0	1	-61.2400	322.7900	9857	35.66	0.40
201119	3	-75.9865	24.5118	10234	35.44	0.17
201802	2	-56.9064	93.1866	9070	35.31	0.40
0	1	-44.3400	101.6400	7850	34.98	0.40
211279	1	-73.8831	57.0838	5810	34.18	0.40
205344	1	-34.0338	106.0899	11514	35.50	0.30
0	1	-73.3300	61.1100	11641	36.22	0.50
200533	5	-31.2969	106.6709	5189	33.50	0.28
0	1	-56.6800	94.0900	5334	34.27	0.40
0	1	-55.9500	316.7200	7996	36.05	0.50
0	1	-44.7500	102.1300	10375	35.83	0.40
200161	9	-33.7135	106.6915	8196	35.31	0.11
0	1	-25.4900	109.3800	12343	36.40	0.30
204438	1	-61.1380	90.1456	13880	36.13	0.50
207256	1	-58.2956	93.2569	8089	34.89	0.40
211213	1	-12.6207	112.9123	5838	34.76	0.30
201460	2	-36.2259	105.5762	10584	35.55	0.30
206639	1	-70.3724	74.4227	7017	33.66	0.50
0	1	-56.5400	95.1800	5322	34.06	0.40
200677	4	-32.0433	107.2084	9158	35.76	0.40
0	1	-62.2400	322.4600	589	29.23	0.20
200465	5	-52.2470	99.1158	5303	34.14	0.14
211146	1	-53.2316	314.2802	4437	33.26	0.50
201567	2	-76.9357	19.0255	8802	35.54	0.28
201636	2	-76.7123	16.0808	8854	34.44	0.50
201106	3	-73.8164	64.3513	10955	35.79	0.20
0	1	23.2800	121.8500	5836	35.12	0.54
203044	1	-49.2221	101.7431	22144	37.30	0.40
210945	1	-49.4436	100.8721	5273	34.81	0.28
202244	2	-72.0238	340.6520	8932	35.69	0.50
201340	3	-48.8125	100.6894	6397	34.84	0.40
200452	5	-60.4275	93.6912	7014	34.97	0.29
201189	3	-77.3805	27.1080	15100	36.43	0.50
0	1	-71.7200	73.6500	5511	34.03	0.40
0	1	-77.2200	36.2600	9091	35.11	0.20
209667	1	-63.0376	90.6302	6531	34.64	0.50
0	1	-76.9000	44.3900	3925	33.49	0.40
207061	1	-46.3150	103.0365	10791	35.86	0.40
202927	2	-60.9307	93.1244	9529	35.49	0.35
0	1	-42.9500	104.6200	1773	31.08	0.54
0	1	-41.4400	105.2900	7894	35.61	0.40
0	1	-29.5000	109.3500	4877	33.15	0.40
200492	5	-77.9540	16.1846	8954	35.55	0.31
211814	1	-55.1496	314.7933	4225	34.14	0.40
206064	1	-52.8415	99.7944	11820	36.25	0.40
200168	9	-32.6117	107.8697	6889	34.99	0.40
201094	3	-59.2979	95.1998	6816	34.60	0.40
0	1	-31.9600	108.7600	9057	35.63	0.40
204489	1	-69.3957	81.4213	13108	35.69	0.35
205527	1	-77.9517	20.6252	8929	35.54	0.26
0	1	-35.3000	305.3800	1941	33.41	0.30
200974	3	-34.3376	108.2339	7780	35.43	0.24
206760	1	-46.9924	103.2467	10860	35.55	0.40
206625	1	-62.2421	92.4823	9363	35.65	0.50
212139	1	-58.6256	95.9618	2477	32.32	0.30
0	1	-54.8000	98.9000	5404	34.59	0.20
202521	2	-49.9666	102.3050	5245	33.98	0.40
0	1	-27.8300	110.1600	10534	36.22	0.40
0	1	-74.9100	64.3700	9849	35.48	0.50
200601	4	-52.5465	101.6600	11837	36.27	0.40
0	1	-30.4700	109.5000	4699	33.38	0.40
202988	2	-76.6617	53.4179	10074	35.39	0.50
0	1	-77.1700	4.5200	227	27.78	0.13
0	1	-38.8500	106.9700	8083	35.49	0.40
200314	6	-33.2252	109.3762	8743	35.30	0.40
0	1	-75.2100	64.8300	10206	35.83	0.17
0	1	-50.7400	102.0600	6413	35.14	0.40
202255	2	-62.2899	93.9488	7634	35.13	0.40
208120	1	-60.1205	317.8931	3321	33.44	0.24
0	1	-35.4600	108.4900	7014	34.47	0.40
200275	7	-14.8375	113.9221	5190	33.21	0.54
202210	2	-63.8566	92.1559	5636	34.46	0.40
200675	4	-77.4276	9.2294	8614	35.93	0.50
211551	1	-55.7148	99.4284	3872	33.83	0.40
0	1	-42.9500	105.9800	6631	35.55	0.40
212319	1	-46.2202	104.6714	1754	31.66	0.54
0	1	-35.4400	108.7400	10406	35.65	0.40
200487	5	-73.8179	321.3224	15995	37.27	0.35
200838	3	-77.7840	144.1542	16060	36.76	0.25
0	1	-70.7300	293.3500	8506	34.52	0.50
208174	1	-70.9513	292.6773	8305	34.96	0.50
205645	1	-77.1967	145.4307	12923	35.90	0.50
201847	2	-71.2278	290.6988	9613	35.48	0.50
0	1	-62.1000	136.0700	11812	36.19	0.40
0	1	-79.5200	272.1100	15086	36.25	0.50
0	1	-63.9500	229.0400	7905	35.12	0.50
0	1	-45.3200	170.3600	11170	36.21	0.40
204554	1	-50.3831	208.4302	12484	35.90	0.35
202067	2	-49.5679	208.2338	11846	35.96	0.29
0	1	-42.4700	262.3100	15773	36.67	0.40
0	1	-24.0900	229.9400	14339	36.19	0.50
0	1	-10.5800	215.2000	9664	34.51	0.50
201986	2	-27.2998	274.2811	13987	36.39	0.35
204843	1	-10.9916	222.6168	12611	35.89	0.50
210477	1	-10.6789	223.7781	6167	34.35	0.50
0	1	-10.2000	223.3500	12595	36.49	0.50
205431	1	-10.2985	224.0830	12433	35.97	0.50
208002	1	-10.4382	225.4306	6192	34.72	0.50
0	1	-10.7800	226.9600	12020	36.53	0.50
202948	2	-10.1942	227.5131	11714	35.67	0.35
204573	1	-11.9144	236.5002	14915	37.06	0.50
0	1	-12.1300	237.8000	11726	36.33	0.50
0	1	-11.3100	236.2900	11929	36.69	0.50
0	1	-11.8100	238.4200	11890	35.72	0.50
0	1	-10.3200	236.5600	7852	34.91	0.50
205149	1	-10.0310	236.6490	13051	35.82	0.50
0	1	-10.3500	238.9400	13936	36.47	0.50
109145	1	9.5106	235.1632	6581	34.75	0.54
105002	1	10.7690	246.6938	13607	36.20	0.50
0	1	10.9300	252.7900	15525	36.49	0.50
0	1	10.9300	253.0200	11995	36.09	0.50
104611	1	11.2868	252.6631	14195	35.74	0.50
103726	1	33.1287	239.8210	15674	36.45	0.29
108855	1	33.9522	239.8327	9271	34.90	0.50
0	1	42.8200	243.8100	17324	36.73	0.40
0	1	43.1500	244.1000	19010	37.42	0.40
0	1	39.2600	250.2200	12689	36.52	0.50
0	1	39.2300	250.2000	19187	37.32	0.20
100368	6	41.8862	248.2952	11848	35.98	0.20
0	1	40.0100	251.0900	15382	37.04	0.50
0	1	41.2900	249.5200	10945	37.25	0.50
0	1	41.6200	250.0800	5900	34.57	0.40
101550	2	25.3349	309.0422	14767	37.26	0.35
0	1	33.3900	310.8000	14183	37.30	0.50
105442	1	40.3698	340.8689	13122	36.56	0.26
0	1	60.7000	18.3500	11895	36.18	0.40
0	1	49.3300	12.6300	22997	37.33	0.40
201136	3	-39.0634	346.5764	9524	35.61	0.40
0	1	-39.5100	346.5500	19848	37.39	0.40
200422	7	-42.6379	2.8934	15667	36.86	0.25
0	1	-52.2500	37.7900	14298	36.77	0.50
0	1	-40.8500	94.3100	22259	37.57	0.40
0	1	-50.4100	96.6500	13583	36.29	0.50
0	1	-75.6100	25.7300	14922	36.58	0.40
0	1	-75.6300	25.3100	16806	36.72	0.40
112803	1	9.3045	231.8464	2741	33.53	0.54
0	1	-10.6500	237.7600	9951	36.54	0.50
0	1	-3.9800	238.4600	798	28.07	0.54
202030	2	-15.3805	166.6980	4748	33.13	0.54
202830	2	-11.3941	172.7447	3390	33.32	0.54
207384	1	-5.7399	206.3955	2902	33.20	0.30
0	1	-4.1900	56.0600	3978	32.48	0.54
0	1	70.6000	232.4200	3749	34.65	0.54
0	1	37.6000	207.6400	484	29.73	0.20
0	1	33.1400	187.9600	5194	34.56	0.40
0	1	57.0400	188.4900	11300	36.28	0.40
0	1	-40.9900	94.0000	7134	34.80	0.40
203865	1	-77.9201	108.0414	16458	36.06	0.50
203921	1	-76.6197	111.9372	15961	37.59	0.35
0	1	-63.0700	163.2100	15710	36.36	0.50
207503	1	-56.3640	267.7706	9688	35.55	0.50
0	1	-56.7400	248.0200	9524	35.57	0.50
200119	10	-39.7489	272.1400	17393	36.82	0.25
202403	2	-40.8591	249.7600	14152	35.85	0.35
0	1	42.2700	243.5000	224	19.67	0.20
108568	1	8.0311	358.5141	6335	33.70	0.54
0	1	-22.9800	316.0500	13076	35.96	0.50
0	1	-33.6200	83.9000	8425	35.51	0.40
0	1	-40.2300	144.5400	5626	34.70	0.40
200513	5	-33.5901	156.0014	7233	33.93	0.40
0	1	31.5900	317.0500	14260	36.53	0.50
110652	1	6.3527	137.5049	3167	32.12	0.54
0	1	-12.4700	170.0900	2120	31.12	0.40
210690	1	-14.8648	204.3876	4318	33.94	0.54
111590	1	16.3878	163.3850	5586	34.20	0.54
0	1	-8.6000	283.6100	4523	33.89	0.20
0	1	-47.7500	119.2500	5044	34.95	0.40
0	1	-48.3700	123.1900	9115	35.67	0.40
200386	10	-45.5504	130.5685	19206	36.67	0.20
0	1	-63.7300	140.0500	2217	32.94	0.54
200686	4	-10.6401	128.7787	5818	34.97	0.54
0	1	-58.9700	144.6800	2609	33.53	0.54
0	1	-33.4900	137.0000	4037	33.57	0.40
0	1	-27.5500	136.2500	5778	34.57	0.30
0	1	-20.9300	136.8200	4771	35.01	0.54
0	1	-45.3300	149.3200	9043	35.50	0.40
0	1	-26.4300	141.0300	11725	36.01	0.54
0	1	-23.7000	140.1600	7668	35.01	0.54
0	1	-19.6200	138.9000	5890	35.86	0.54
0	1	-17.7900	143.9700	3935	34.19	0.54
0	1	-44.0300	160.9900	7913	35.24	0.40
0	1	-27.5300	154.0500	6473	34.52	0.54
0	1	-28.4400	156.4700	6788	34.40	0.54
0	1	-41.2300	179.4800	6662	34.86	0.40
201290	3	-32.1537	173.7003	9915	36.47	0.28
0	1	-47.3300	205.1600	1698	31.83	0.54
0	1	-28.9500	173.2000	6379	34.74	0.30
0	1	-20.7200	168.6600	5801	33.88	0.54
0	1	-17.3800	169.2800	5555	34.09	0.54
202444	2	-36.1339	201.5798	9269	35.50	0.35
0	1	-29.2300	189.4400	4966	34.65	0.54
0	1	13.7200	142.8800	5085	33.89	0.54
207254	1	-26.9654	197.5294	8532	35.42	0.54
0	1	-19.5000	200.5800	4382	34.79	0.54
0	1	22.7000	150.4700	5605	34.74	0.54
0	1	25.2400	147.3200	5336	35.04	0.54
0	1	14.4000	193.3600	6596	34.28	0.54
0	1	18.3200	187.6600	3287	34.25	0.54
108468	1	15.5180	195.2193	9642	35.81	0.54
0	1	20.1200	190.5200	6476	34.90	0.54
0	1	18.1300	198.7300	8654	35.62	0.54
108424	1	21.4994	192.6197	7937	36.22	0.45
0	1	23.2300	187.3400	8134	35.74	0.30
0	1	24.2500	191.7500	6853	35.32	0.30
0	1	26.6300	183.6700	8544	35.66	0.30
0	1	23.6400	196.8500	13676	36.71	0.30
0	1	28.3900	180.2200	3869	33.99	0.54
0	1	26.7200	187.9000	5311	34.41	0.30
0	1	27.8400	183.9500	6065	35.00	0.30
0	1	25.7900	192.2900	6412	35.44	0.54
0	1	28.1300	184.9000	4163	34.51	0.54
0	1	19.3100	212.9700	2547	34.08	0.54
0	1	29.6000	185.0000	5605	35.14	0.54
0	1	26.9800	201.9600	11291	36.72	0.30
0	1	32.4300	192.7100	7642	35.39	0.40
0	1	30.6000	205.2200	8684	36.47	0.40
111744	1	21.4525	235.0797	5627	34.91	0.54
103611	1	39.2819	188.3150	16696	37.13	0.40
0	1	39.6000	193.6900	9146	36.51	0.40
0	1	40.9900	197.3800	6689	35.17	0.40
0	1	43.8900	194.7200	7438	35.73	0.40
0	1	41.1100	220.4300	5896	35.31	0.40
0	1	43.4600	216.9800	4330	34.71	0.40
0	1	48.6500	191.5700	11735	37.00	0.40
103061	2	28.7790	249.7168	2339	32.99	0.54
0	1	48.6200	206.7800	7140	34.90	0.40
0	1	50.3900	192.9400	6617	34.98	0.40
0	1	52.9100	189.1200	11418	36.34	0.40
0	1	51.6500	234.2700	10046	35.30	0.40
0	1	60.7800	201.1700	6321	35.17	0.40
0	1	60.8200	241.9300	11075	35.89	0.40
0	1	60.1400	246.5600	3310	34.87	0.40
0	1	64.8600	252.2200	6308	35.29	0.40
0	1	72.8400	215.9100	6936	35.88	0.40
100087	12	74.4343	185.5734	9574	36.74	0.40
101077	3	74.7296	268.8401	7729	34.72	0.40
106936	1	73.8728	273.1567	7730	36.06	0.40
109951	1	72.4113	357.1313	6806	35.25	0.40
104638	1	48.8174	341.9752	13139	35.55	0.50
0	1	61.0900	18.9800	11331	36.22	0.40
0	1	55.5500	8.2600	9921	36.33	0.40
0	1	38.4100	346.7300	2330	33.57	0.54
0	1	48.8700	18.9600	13018	36.49	0.40
0	1	41.8000	31.6200	10378	36.35	0.40
105981	1	39.7333	24.9051	10123	36.98	0.40
0	1	40.8100	29.0900	9106	35.41	0.40
0	1	43.2100	62.7900	18851	37.47	0.40
0	1	39.1700	53.3100	4434	34.70	0.40
0	1	32.2600	111.4000	5122	34.44	0.40
107254	1	27.2114	29.0679	10624	36.54	0.54
0	1	24.6900	36.1700	9059	35.45	0.54
108842	1	16.7833	30.8813	6447	35.34	0.54
0	1	16.8900	43.2700	6548	34.46	0.54
0	1	16.4500	53.4200	5297	34.03	0.54
0	1	26.7400	96.3900	4896	33.15	0.54
0	1	16.7100	72.3200	4899	34.83	0.54
0	1	17.8600	86.0400	4488	35.15	0.54
0	1	19.5700	95.8400	5617	34.99	0.54
0	1	11.7900	87.0900	3523	33.97	0.54
0	1	-23.9700	32.7300	1861	32.19	0.54
0	1	-25.9100	43.8000	3825	34.35	0.54
208474	1	-21.6761	69.1324	5376	34.73	0.54
0	1	-26.8100	81.2000	7209	34.78	0.54
112909	1	12.3699	112.8576	2597	33.61	0.54
200038	22	-21.0728	94.0224	6589	34.75	0.30
0	1	-42.7900	77.2700	9810	35.19	0.40
201076	3	-42.5438	77.8252	7468	35.30	0.40
0	1	-40.9200	82.3400	11298	36.43	0.40
0	1	-19.7400	101.2700	5077	33.74	0.54
0	1	-48.1900	81.7300	5928	34.62	0.40
208704	1	-24.8844	101.3981	5117	34.19	0.54
0	1	-60.0000	307.0200	9927	35.32	0.40
0	1	-11.1900	246.7700	15862	37.99	0.50
0	1	14.5200	245.7600	3231	32.46	0.54
0	1	26.3600	305.4100	5941	34.35	0.54
0	1	32.4500	323.0300	10411	36.19	0.40
0	1	-39.6200	349.6500	16236	37.36	0.50
0	1	-22.4100	139.8700	7495	35.70	0.40
0	1	-45.0000	171.6600	8459	35.16	0.40
0	1	33.7900	196.6000	8389	35.66	0.40
0	1	46.7400	222.2000	7542	34.84	0.40
101442	2	74.7128	298.3110	13715	36.35	0.17
0	1	-29.2100	127.1300	11281	36.62	0.30
0	1	49.3600	196.5300	10371	36.45	0.40
0	1	-60.7400	138.1200	10063	35.98	0.40
0	1	57.1000	230.8300	6541	34.25	0.40
0	1	-22.8200	330.9600	10875	36.22	0.50
207492	1	-23.7743	330.1241	10064	34.57	0.50
0	1	-24.3000	334.2400	10821	35.56	0.50
0	1	-43.6700	140.6400	8080	34.67	0.40
0	1	-60.4000	139.9700	8963	35.34	0.50
0	1	-38.2800	201.1700	11599	35.45	0.50
100374	5	68.8792	201.2392	13991	36.38	0.18
0	1	47.6500	328.8900	12490	36.83	0.50
101764	2	47.6064	328.9727	11140	36.16	0.19
0	1	-63.1900	155.1300	12682	37.47	0.50
207463	1	-56.8186	301.9913	8328	35.19	0.50
204738	1	-53.8279	282.8468	13200	35.93	0.50
0	1	-47.4800	341.3700	15951	35.54	0.50
0	1	-70.0900	232.3500	10462	35.81	0.50
205433	1	-51.9385	330.7300	10893	35.73	0.50
200408	8	-49.1947	267.6113	13468	36.30	0.25
200400	5	-50.8517	337.0313	11927	36.45	0.29
0	1	-56.4400	325.7700	13186	36.39	0.50
200147	9	-45.6791	129.5326	12388	35.62	0.50
203558	1	-36.9808	162.0358	16841	36.89	0.50
202242	2	-58.3880	214.5042	20271	37.28	0.16
201236	3	-34.2496	224.6081	14154	36.67	0.20
103560	1	78.0535	49.5465	18662	36.24	0.50
101475	2	75.7804	29.2485	17804	36.55	0.50
0	1	76.5700	26.7200	15641	37.08	0.50
400002	5	47.2500	41.9100	26451	37.33	0.22
0	1	46.0600	30.9400	14332	36.25	0.50
107548	1	47.1974	31.3372	9721	36.52	0.50
0	1	26.7500	69.4700	18185	37.32	0.50
0	1	-43.3000	93.2500	28017	37.15	0.50
0	1	26.5400	133.9800	11	27.64	0.16
200285	8	-33.3173	340.9318	16770	37.02	0.19
0	1	-4.5200	154.8400	4470	33.11	0.54
111596	1	8.3950	153.7950	4410	32.97	0.54
202401	2	-6.2648	196.0727	3540	33.43	0.54
112189	1	13.2471	185.7905	5206	34.59	0.54
112848	1	8.9405	95.1973	2765	32.97	0.54
109252	1	30.2998	311.6515	8027	35.08	0.40
112206	1	29.8815	312.4724	4024	33.74	0.50
204146	1	-43.1465	226.6017	14904	36.69	0.50
0	1	-40.2300	234.2600	12846	36.61	0.50
0	1	-33.4400	328.9200	15489	36.41	0.50
0	1	-46.6500	325.2900	12312	36.23	0.50
211550	1	-23.4927	184.6150	4370	33.31	0.54
204134	1	-78.1975	71.1566	16018	36.69	0.35
204462	1	-79.5742	345.7202	15387	35.52	0.50
205147	1	-54.5972	308.1287	12093	35.37	0.50
0	1	-74.3100	313.5300	14375	35.96	0.50
208556	1	-70.4673	299.5331	6831	34.93	0.50
202418	2	-79.4085	291.6900	9124	35.50	0.50
205257	1	-76.4667	205.7193	13009	36.08	0.50
205923	1	-71.4151	202.9708	11384	35.64	0.50
203845	1	-35.9581	337.2904	16486	38.01	0.50
0	1	-36.6400	359.0500	15317	36.82	0.50
0	1	-39.1400	339.3000	15315	37.40	0.50
206391	1	-38.3784	333.7975	11753	35.41	0.50
207863	1	-40.5437	337.8667	7638	34.90	0.50
0	1	-43.6500	352.2200	16100	36.94	0.50
