# group	groupSize	latGroup[deg]	longGroup[deg]	czGroupHelio[km/s]	muGroup	muGroupError
0	1	-45.0400	354.9600	14140	35.90	0.50
210922	1	-46.1239	354.5332	5380	34.55	0.50
208165	1	-47.7817	10.1257	8941	35.48	0.50
201628	2	-47.2068	347.9986	16229	36.79	0.50
206085	1	-49.9584	343.2436	10987	35.27	0.50
206140	1	-65.6972	342.7479	10323	36.09	0.50
0	1	-73.1400	301.4600	16142	36.31	0.50
0	1	-72.8400	309.0700	8954	35.40	0.50
0	1	-61.1600	245.5400	10381	36.41	0.50
0	1	-43.0800	246.9400	10411	36.54	0.50
0	1	38.8800	247.1900	14934	37.11	0.50
0	1	33.9300	252.9700	15258	37.21	0.50
102341	2	39.6040	258.2647	15538	36.88	0.29
0	1	39.3800	260.8600	12464	36.61	0.50
0	1	54.6600	269.9500	14595	37.01	0.50
0	1	55.5000	273.3800	14353	35.90	0.50
0	1	49.2500	291.8500	14193	38.08	0.50
101552	2	50.6732	302.0697	14147	37.27	0.35
100433	5	51.7620	299.0886	15070	36.72	0.13
0	1	49.9200	311.1300	15248	37.34	0.50
0	1	50.2100	309.4500	12454	35.83	0.50
0	1	49.4600	315.1500	14280	36.87	0.50
0	1	49.1800	319.8200	15748	37.21	0.50
104173	1	48.9220	321.7975	15568	37.37	0.35
103252	1	50.0572	319.7829	20993	37.37	0.20
0	1	56.0100	329.8200	10897	36.60	0.50
0	1	56.5900	332.7000	10769	36.01	0.50
0	1	56.0800	334.2700	15093	36.24	0.50
0	1	55.2300	334.0300	15377	37.63	0.50
0	1	47.3100	326.7400	11524	35.90	0.50
0	1	53.6900	339.5500	14132	35.76	0.50
0	1	53.3800	339.5300	9576	37.12	0.50
0	1	44.1300	335.9900	12598	36.12	0.50
0	1	41.2100	341.4900	9819	36.75	0.50
0	1	38.9500	347.4100	9438	36.22	0.50
0	1	40.3900	345.6700	10127	36.13	0.50
106733	1	43.5863	357.8949	10794	35.77	0.50
0	1	42.9400	357.6500	12042	35.19	0.50
200816	3	-49.0957	3.3264	18335	37.00	0.50
0	1	-62.1200	347.6700	15484	36.75	0.50
200406	5	-59.8356	347.8081	15257	36.55	0.22
201597	2	-74.6062	342.5925	15173	36.87	0.50
207602	1	-45.2500	287.6143	8390	34.55	0.50
202924	2	-41.1746	322.2998	10738	35.77	0.50
205952	1	-41.0070	320.6229	12260	35.57	0.50
0	1	-38.5800	321.6700	15348	36.95	0.50
0	1	-38.0200	323.7800	10019	37.22	0.50
208541	1	-39.9196	318.1265	8094	34.40	0.50
201881	2	-40.5652	318.9288	12050	35.67	0.50
0	1	-37.8800	319.9600	10839	36.12	0.50
0	1	-37.3700	321.4500	11656	35.59	0.50
200925	3	-37.2999	322.0188	13081	35.82	0.35
0	1	-44.2900	319.3100	12374	36.09	0.50
0	1	-53.8400	309.5100	14805	36.27	0.50
202790	2	-53.6326	301.9232	11542	35.80	0.50
207643	1	-53.3856	302.1577	9713	35.57	0.50
0	1	-50.8300	284.7900	9854	35.49	0.50
0	1	-51.4500	287.7400	11726	35.91	0.50
201990	2	-50.1626	283.4578	7982	34.18	0.50
208249	1	-41.3565	329.8739	8535	34.60	0.50
205512	1	-39.1718	328.9673	12280	35.51	0.50
206361	1	-39.0590	327.3555	10123	35.58	0.50
204842	1	-46.6840	326.2165	14092	36.86	0.35
0	1	-46.5400	327.0100	14137	36.76	0.50
0	1	-44.1600	329.7700	16046	37.97	0.50
200985	3	-57.4427	311.2747	9170	35.61	0.35
208973	1	-55.3127	316.5648	7960	35.44	0.50
207021	1	-55.0290	309.5093	11112	35.69	0.50
0	1	-55.1700	312.1900	8946	35.24	0.50
208227	1	-54.0388	313.3745	9083	34.67	0.50
0	1	-56.8200	305.3000	10175	36.25	0.50
0	1	-56.1900	306.4800	12063	37.36	0.50
202938	2	-55.2247	302.3467	8314	34.26	0.50
206841	1	-56.9013	289.0621	11274	35.24	0.50
0	1	-54.6700	280.5600	11512	36.45	0.50
209940	1	-51.8169	282.3383	7209	34.71	0.50
0	1	-53.4900	281.0200	13394	37.49	0.50
0	1	-52.1300	285.1400	14891	36.60	0.50
201105	3	-49.4872	272.3037	13548	36.36	0.50
0	1	-49.4600	274.3100	13529	35.77	0.50
0	1	-46.0600	271.3500	13931	36.39	0.50
209915	1	-42.4725	267.6380	7338	35.59	0.50
200144	11	-43.3028	270.8739	17163	35.80	0.50
202627	2	-43.6755	270.1205	8300	34.41	0.50
204106	1	-39.4461	338.6756	15715	36.06	0.50
0	1	-39.2700	337.7000	14298	35.91	0.50
209627	1	-37.6437	339.3807	7507	34.66	0.50
201862	4	-46.3102	336.8366	12122	36.01	0.29
203900	1	-46.1449	336.9313	16372	37.28	0.50
207718	1	-44.0228	336.3914	8377	35.21	0.50
207839	1	-43.8512	337.9189	8106	34.39	0.50
0	1	-45.1100	333.2600	12259	36.24	0.50
200286	6	-41.2920	336.1646	16959	35.61	0.50
202398	2	-48.9250	333.1330	14474	36.00	0.50
202157	2	-48.8073	334.5799	12211	35.40	0.35
0	1	-47.8300	334.9500	14922	36.95	0.50
209040	1	-48.1945	331.5036	8172	35.30	0.50
207841	1	-45.6350	332.6694	9685	36.14	0.50
207555	1	-53.1894	325.2981	10245	35.70	0.50
0	1	-54.5700	325.4900	12819	36.16	0.50
0	1	-54.5300	322.2700	12275	36.66	0.50
208836	1	-53.9978	317.4419	7872	34.89	0.50
207623	1	-62.5269	317.7252	9930	35.63	0.50
0	1	-61.2300	316.0400	9578	34.88	0.50
0	1	-60.5600	316.3800	11413	35.91	0.50
207739	1	-60.5878	316.8006	9999	35.17	0.50
209008	1	-59.1944	314.2881	8259	35.97	0.50
206353	1	-58.5133	317.2777	10288	36.17	0.50
202854	2	-63.8314	307.3795	8342	35.32	0.50
204190	1	-64.1120	309.1074	14258	36.44	0.35
206685	1	-64.0677	314.1265	10147	35.41	0.50
200426	5	-60.4200	308.3239	8006	34.99	0.50
0	1	-60.8300	286.1700	15330	36.35	0.50
203687	1	-54.1347	269.8813	16168	36.26	0.35
208872	1	-51.1128	270.7195	8249	34.96	0.50
201944	2	-51.2346	270.7680	13632	36.74	0.29
204925	1	-52.4989	272.4316	13563	36.36	0.50
208201	1	-46.3311	266.9720	8438	35.39	0.50
0	1	-44.8100	265.1000	13134	36.20	0.50
204393	1	-41.2552	266.6932	14864	35.18	0.50
206434	1	-41.8932	344.7868	10194	36.15	0.50
202050	2	-40.3129	345.3017	7174	35.22	0.50
0	1	-42.3000	343.2100	10553	36.77	0.50
210144	1	-39.9047	342.7064	7368	35.53	0.50
0	1	-39.3500	342.1100	14891	35.80	0.50
204542	1	-38.9762	341.4302	14366	36.29	0.50
0	1	-38.6500	342.4200	14955	37.06	0.50
204268	1	-37.6488	341.3693	15469	36.11	0.50
200936	3	-47.3851	344.7497	16183	36.96	0.20
0	1	-45.6200	344.0100	7539	35.34	0.50
203983	1	-43.6655	344.3660	14844	36.87	0.35
0	1	-46.3800	339.6500	11643	35.75	0.50
0	1	-46.4600	340.2300	15884	36.33	0.50
0	1	-44.6900	339.9500	10273	36.08	0.50
207835	1	-43.8142	341.4934	9490	35.15	0.50
204267	1	-43.0473	340.1665	15528	37.19	0.50
204642	1	-43.0051	340.2921	12497	35.91	0.50
201741	2	-51.7140	340.4712	15999	35.05	0.50
200436	5	-50.1555	341.1027	16320	36.32	0.50
206827	1	-49.6100	342.5159	11055	35.28	0.50
202806	2	-48.3813	340.7480	9655	35.22	0.50
204160	1	-48.3088	343.1593	15938	36.00	0.50
211150	1	-47.8659	342.9313	4996	34.69	0.50
0	1	-47.1700	341.8600	7631	35.64	0.50
201854	2	-51.3266	338.6316	10912	35.07	0.50
0	1	-48.6800	337.6700	15035	36.53	0.50
202715	2	-48.5837	338.8076	8370	35.08	0.50
0	1	-48.4400	338.7000	10032	35.67	0.50
0	1	-47.4700	340.4300	16015	37.01	0.50
0	1	-46.9200	340.9800	8659	35.45	0.50
206820	1	-47.8362	337.3079	10296	35.23	0.50
204063	1	-47.7042	337.0269	15784	36.18	0.50
0	1	-52.2600	331.2600	14357	36.40	0.50
204111	1	-58.5571	329.1080	13901	36.30	0.35
204944	1	-57.8458	330.3877	13786	36.19	0.35
207292	1	-60.3301	326.9544	9906	35.98	0.50
203967	1	-68.8772	304.7741	14927	36.71	0.22
207548	1	-69.2403	306.2325	9851	35.58	0.50
205346	1	-66.6680	315.7536	13043	36.46	0.50
208052	1	-67.6284	297.5986	9185	35.34	0.50
0	1	-65.2000	297.1400	16241	36.19	0.50
0	1	-65.1600	297.2400	16230	36.94	0.50
0	1	-65.7200	298.8500	16148	36.83	0.50
200845	3	-64.5776	288.0937	15925	37.42	0.50
206616	1	-61.1918	276.5330	9293	34.42	0.50
0	1	-59.6900	270.8700	15093	37.62	0.50
200615	4	-60.5712	273.3815	14465	37.03	0.50
205812	1	-57.0943	262.1477	12466	35.29	0.50
0	1	-54.5700	263.4800	9185	36.14	0.50
0	1	-54.4400	266.1700	14080	35.79	0.50
0	1	-50.5000	263.3800	11004	35.93	0.50
0	1	-52.8000	265.6200	13943	37.18	0.50
0	1	-42.5000	347.5300	13432	35.63	0.50
0	1	-41.9200	348.3100	14137	36.51	0.50
0	1	-40.3800	349.7400	16146	36.62	0.50
0	1	-43.4000	346.0800	14972	36.68	0.50
0	1	-42.8100	346.1400	15127	37.39	0.50
0	1	-46.4400	350.5600	9034	34.97	0.50
0	1	-44.7400	350.5800	16107	36.73	0.50
0	1	-44.3100	351.1200	14122	36.66	0.50
203538	1	-46.9129	346.4687	16435	36.87	0.50
0	1	-44.4900	348.5800	15752	36.24	0.50
0	1	-44.3400	347.6500	15556	37.49	0.50
0	1	-44.4200	348.4300	15819	35.88	0.50
0	1	-43.7100	346.2900	8605	36.24	0.50
207037	1	-51.1399	347.3445	10776	36.46	0.50
202389	2	-50.8689	345.5235	10894	35.90	0.35
207670	1	-53.9614	345.9022	10304	35.82	0.50
203860	1	-53.9832	342.3349	15600	36.43	0.50
204145	1	-61.8263	337.6724	15237	36.39	0.29
0	1	-74.3700	315.8100	16094	36.90	0.50
206934	1	-71.1227	311.4216	11272	37.07	0.50
204696	1	-70.6932	307.2672	14663	36.53	0.50
201558	2	-74.0544	294.5303	16230	37.42	0.50
0	1	-72.7300	298.1700	9971	36.11	0.50
208432	1	-70.5046	301.5653	8765	35.54	0.50
201666	2	-70.7455	304.8489	15664	36.42	0.50
206597	1	-71.0188	303.0834	9914	34.65	0.50
201930	2	-71.8963	280.8181	9676	35.34	0.50
0	1	-72.9700	284.3500	14313	35.96	0.50
0	1	-71.5900	282.1600	15369	35.91	0.50
0	1	-70.2500	284.6800	15250	37.77	0.50
202576	2	-71.9323	289.1523	9342	35.35	0.35
0	1	-69.5100	290.3700	15619	36.90	0.50
206814	1	-59.1958	257.9539	8863	35.03	0.50
0	1	-60.3400	259.2700	15338	36.78	0.50
0	1	-40.4700	248.7700	16025	36.41	0.50
204126	1	-41.9983	247.6462	14246	36.44	0.50
204548	1	-39.2904	250.9554	12608	36.79	0.50
200416	5	-41.1594	249.7273	12285	36.68	0.50
0	1	-38.7300	247.4300	13710	36.61	0.50
206197	1	-34.0296	251.4067	10533	35.72	0.50
207265	1	-34.5762	251.8044	10526	35.97	0.35
0	1	-35.2700	249.8900	12481	35.52	0.50
0	1	-35.3300	250.0900	15451	36.67	0.50
0	1	-36.7400	253.4400	14122	36.56	0.50
202288	2	-36.7612	252.0980	12734	35.44	0.50
0	1	-37.0800	252.6800	10252	36.05	0.50
211521	1	-41.3887	358.3453	5142	34.28	0.50
205252	1	-39.9899	358.5291	12859	36.25	0.35
202441	2	-43.3465	355.9734	15890	36.73	0.50
204321	1	-42.3075	356.3034	14383	35.92	0.50
0	1	-40.8700	355.0900	14863	36.97	0.50
204066	1	-43.7800	353.0548	15814	36.17	0.50
0	1	-41.6700	353.1700	14153	37.77	0.50
0	1	-41.1100	353.8500	13015	37.43	0.50
0	1	-40.3800	354.1200	14742	36.63	0.50
0	1	-40.0500	353.2200	14850	37.47	0.50
0	1	-45.7700	358.5700	14210	36.55	0.50
201712	2	-45.8949	354.6541	11444	36.17	0.50
202032	2	-51.0706	354.2248	10118	34.65	0.50
204427	1	-50.4397	355.5911	15287	35.42	0.50
202060	2	-51.0657	350.9913	10084	35.30	0.29
204037	1	-50.1983	351.0491	16201	36.72	0.50
0	1	-59.4800	348.8200	10115	35.77	0.50
0	1	-64.5300	347.3600	9983	35.06	0.50
0	1	-73.8100	343.9300	15230	36.86	0.50
206003	1	-73.6009	328.6524	12122	36.06	0.50
0	1	-78.6500	320.4000	9182	35.33	0.50
0	1	-77.4300	333.9200	13472	36.32	0.50
204521	1	-79.1343	286.2105	14567	35.67	0.50
202500	2	-77.8186	290.1128	13834	36.57	0.50
0	1	-74.8400	309.5800	16268	37.16	0.50
206537	1	-60.5769	244.8402	11432	35.54	0.50
0	1	-58.0300	244.2700	16215	36.69	0.50
207800	1	-59.1138	249.4994	9345	36.14	0.50
204976	1	-60.4261	251.5473	13557	36.76	0.35
0	1	-53.6000	245.6500	12226	36.21	0.50
0	1	-54.7600	243.8900	14754	36.50	0.50
0	1	-45.5500	245.5600	15212	36.67	0.50
0	1	-41.3700	241.9600	13355	35.09	0.50
201656	2	-42.1113	243.3456	14446	35.51	0.50
0	1	-34.2800	246.6500	15570	37.05	0.50
201952	2	-39.1456	4.6647	13592	36.05	0.50
0	1	-43.4100	5.6900	7730	35.69	0.50
208676	1	-59.2994	3.1301	9103	34.97	0.50
200455	5	-62.3687	3.4293	8417	35.56	0.29
202635	2	-68.5853	356.8870	16024	37.10	0.50
0	1	-75.5400	248.1100	11064	36.21	0.50
209468	1	-75.6085	255.2072	8300	34.34	0.50
204005	1	-51.8864	235.0456	16140	36.55	0.50
0	1	-55.3400	240.0300	19210	37.30	0.17
0	1	-39.5700	240.1300	13440	37.01	0.50
202833	2	-41.3927	8.3100	11602	35.64	0.50
207305	1	-42.0745	9.3061	10206	36.19	0.50
200343	6	-42.3797	7.1174	13048	36.47	0.50
201176	3	-47.3934	12.1384	7696	34.56	0.50
0	1	-60.4600	7.0800	12348	35.81	0.50
0	1	-66.9300	0.9600	10913	36.22	0.50
207451	1	-84.6896	247.2180	9675	35.27	0.50
201239	3	-64.2669	225.1900	6874	35.16	0.50
0	1	-60.5200	222.5600	12424	36.00	0.50
0	1	-52.4600	224.6200	12397	36.94	0.50
0	1	-50.6700	231.4400	9992	35.79	0.50
211139	1	-38.6870	228.0300	5536	33.83	0.50
205683	1	-42.3136	227.6818	12826	35.60	0.50
0	1	-39.8700	230.3400	15218	36.76	0.50
207567	1	-42.0274	229.5400	10271	35.40	0.35
0	1	-39.9700	233.6500	12919	36.67	0.50
0	1	-41.0200	233.2400	13197	35.35	0.50
206983	1	-43.4665	232.7194	10388	35.15	0.50
0	1	-38.7500	17.8200	8708	35.31	0.50
0	1	-42.3600	17.2000	16154	36.86	0.50
205483	1	-40.3818	15.3666	11635	35.24	0.50
203840	1	-47.0133	20.1448	15958	36.46	0.50
202584	2	-48.0406	17.4331	7031	34.49	0.50
0	1	-47.7800	15.6300	8949	35.54	0.50
0	1	-67.9700	24.0300	9788	35.51	0.50
0	1	-65.0700	25.5900	13572	37.05	0.50
208500	1	-65.7557	16.0889	9606	35.85	0.50
204402	1	-68.5212	21.6884	15111	35.94	0.50
200900	3	-76.2501	21.1835	14776	36.70	0.50
0	1	-76.3400	43.6300	15570	36.80	0.50
0	1	-79.2300	41.1400	15140	37.28	0.50
204371	1	-78.5473	35.4737	15243	36.39	0.35
0	1	-86.3900	97.7400	15809	36.59	0.50
200907	3	-80.7515	186.0016	9855	35.32	0.50
0	1	-77.1600	202.8900	12594	37.07	0.50
202664	2	-69.6621	205.1404	9799	35.22	0.50
201928	2	-71.0826	210.4257	11246	36.51	0.50
0	1	-65.0800	209.2500	9935	35.52	0.50
202926	2	-68.0394	207.2503	10448	36.08	0.35
0	1	-68.0000	206.4200	11171	35.51	0.50
209861	1	-54.3789	215.9977	6547	34.23	0.50
0	1	-56.3900	216.3700	11917	36.51	0.50
201650	2	-49.2290	217.7846	12644	36.07	0.35
0	1	-48.8900	218.8500	12665	36.78	0.50
205817	1	-45.5671	221.8258	12468	36.25	0.50
208172	1	-49.4870	223.7584	9486	35.58	0.50
0	1	-43.1800	222.7100	9741	34.96	0.50
205244	1	-44.3081	222.0435	12745	36.28	0.35
0	1	-34.6900	222.5300	10276	35.46	0.50
0	1	-37.6300	227.1600	14958	35.83	0.50
0	1	-37.8700	227.1100	15925	36.69	0.50
208732	1	-42.1619	24.2393	9084	35.31	0.50
200469	6	-41.4464	25.4749	10816	35.35	0.29
204096	1	-41.7592	25.7151	15631	36.76	0.50
0	1	-47.1800	21.9900	11148	35.71	0.50
0	1	-75.9800	41.3300	15030	36.91	0.50
0	1	-78.4700	66.9200	15973	36.78	0.50
0	1	-81.3000	79.4000	15924	36.35	0.50
0	1	-81.1900	78.1000	16200	36.79	0.50
0	1	-81.1700	77.9300	15511	36.96	0.50
0	1	-81.2100	75.4900	15814	36.81	0.50
0	1	-81.1600	65.1300	16058	36.73	0.50
201694	2	-79.0991	148.9602	13206	36.06	0.50
0	1	-80.0800	146.8300	15820	36.35	0.50
0	1	-79.5600	143.3000	15770	36.36	0.50
0	1	-81.5500	148.5800	12901	35.33	0.50
0	1	-82.6100	152.1100	12465	37.01	0.50
0	1	-82.6400	151.6900	16386	37.17	0.50
0	1	-82.0900	142.6200	11886	36.71	0.50
0	1	-83.0100	143.4900	11864	36.02	0.50
204206	1	-83.2831	157.6780	14992	36.66	0.50
0	1	-73.2700	183.2700	14818	35.63	0.50
0	1	-77.0100	181.0400	13179	35.71	0.50
0	1	-74.8100	195.4700	14133	36.56	0.50
211422	1	-66.3579	196.6160	4864	34.16	0.50
208717	1	-68.3657	202.9824	9047	35.42	0.50
0	1	-63.1700	199.2300	10356	35.75	0.50
209772	1	-63.4883	200.8278	7830	35.70	0.50
0	1	-63.0600	202.9700	8800	35.46	0.50
208385	1	-63.3668	202.0932	7757	34.41	0.50
206807	1	-61.8176	207.5246	11306	35.91	0.50
0	1	-55.4500	209.7800	16006	35.66	0.50
207333	1	-57.5503	206.6907	9784	35.84	0.50
204002	1	-57.2289	211.3630	15957	36.01	0.50
0	1	-46.3800	212.3500	12047	36.71	0.50
0	1	-47.2300	210.4000	11097	36.97	0.50
207939	1	-45.8510	214.8854	9700	35.06	0.50
0	1	-45.7700	213.6700	12550	36.23	0.50
0	1	-46.5400	215.1700	9610	36.24	0.50
205520	1	-48.4896	213.2082	12064	35.88	0.50
204888	1	-46.2698	216.9678	12354	36.00	0.50
0	1	-50.0300	214.9500	12482	35.60	0.50
206646	1	-41.1186	214.0569	10311	36.24	0.29
206276	1	-44.9287	217.4722	12090	35.44	0.50
200439	5	-39.3344	214.1222	9072	35.41	0.50
0	1	-38.5500	218.0300	9275	35.33	0.50
0	1	-42.0800	31.4900	9404	35.95	0.50
0	1	-42.4400	29.7700	11806	35.77	0.50
0	1	-40.6300	29.6200	9518	35.77	0.50
202869	2	-45.9567	33.1415	10560	34.41	0.50
202457	2	-45.1857	30.8465	10642	35.31	0.50
207249	1	-45.8541	29.5701	10363	35.75	0.50
206783	1	-45.0749	29.7726	10389	34.91	0.50
204142	1	-50.2914	37.2380	15377	35.84	0.35
0	1	-51.3400	35.0600	15654	35.99	0.50
207219	1	-51.1162	34.9380	9757	35.53	0.50
0	1	-61.5200	44.0200	9753	35.52	0.50
207496	1	-61.0856	43.6151	9785	35.70	0.50
206889	1	-61.5523	40.1340	9805	34.79	0.50
208587	1	-63.2759	40.0288	7801	34.78	0.50
207936	1	-60.2782	37.6881	9894	35.04	0.50
209591	1	-64.9589	41.0526	6611	35.18	0.50
208314	1	-70.6285	57.5376	9411	36.33	0.50
207488	1	-68.5549	54.6461	9583	34.83	0.50
0	1	-70.4600	51.4600	15899	35.75	0.50
202984	2	-68.6457	43.9949	9210	35.76	0.50
0	1	-61.1600	346.2200	15237	36.50	0.50
0	1	-68.0400	23.7300	9773	35.17	0.50
0	1	28.5500	230.1200	14508	36.69	0.50
0	1	44.2100	190.2300	13785	36.72	0.40
0	1	55.1900	207.9200	6253	35.42	0.40
0	1	52.6300	228.2600	13629	36.13	0.40
100079	12	29.0866	308.8728	14816	36.52	0.15
0	1	-44.7100	49.8700	5284	34.26	0.40
204491	1	-10.9668	246.8201	13244	36.13	0.50
0	1	-39.1700	323.7300	12514	36.44	0.50
0	1	-54.8600	310.3500	8869	35.85	0.50
0	1	-61.4500	319.3600	9325	35.47	0.50
0	1	-44.3900	340.7100	12966	37.18	0.50
206600	1	-45.6832	341.2657	11522	35.72	0.50
0	1	-54.2000	334.7900	10707	36.62	0.50
0	1	-61.3800	332.3700	10097	35.73	0.50
0	1	-73.5400	326.2300	15914	36.26	0.50
204349	1	-39.8604	10.3073	13160	36.12	0.50
0	1	-49.7300	9.8400	11935	36.17	0.50
0	1	-40.9200	231.8200	15389	36.74	0.50
0	1	-41.9000	232.9600	13582	36.31	0.50
0	1	-28.7800	233.5400	10886	36.22	0.50
0	1	-53.1300	220.6300	15314	36.49	0.50
0	1	-43.9200	220.3900	14892	36.19	0.50
0	1	-32.6800	229.0300	11312	36.13	0.50
0	1	-29.6900	225.0600	10042	35.52	0.50
0	1	-33.3500	226.6900	12261	36.79	0.50
0	1	-63.7200	201.7100	10729	36.18	0.50
200575	4	-34.2539	220.3025	10353	35.99	0.19
200302	6	-34.1453	218.3945	11450	35.93	0.20
0	1	-46.8600	168.4200	7065	34.36	0.40
0	1	70.6400	205.1500	9762	36.09	0.40
101822	2	71.5881	208.3738	9690	36.71	0.40
0	1	70.7800	239.9200	6621	34.48	0.40
0	1	70.9400	240.4100	6627	34.77	0.40
0	1	61.6700	16.8900	8989	35.14	0.40
0	1	58.9300	21.1900	13714	37.60	0.40
0	1	46.8100	49.9000	6600	34.97	0.40
0	1	46.1300	50.2800	6747	34.83	0.40
0	1	-61.7100	95.1500	11507	35.54	0.50
0	1	-62.7800	318.5000	9252	36.57	0.50
0	1	-62.3800	317.0600	10972	36.39	0.50
0	1	-61.3500	102.3100	11840	35.60	0.50
206193	1	-67.6904	97.0315	11843	36.49	0.50
0	1	-73.1100	97.1500	14520	37.13	0.50
0	1	-63.5000	106.1700	11726	35.41	0.50
0	1	-73.9800	320.9300	12556	36.14	0.50
0	1	-77.4800	92.6500	16140	36.84	0.50
209077	1	-59.4518	308.4721	8726	36.09	0.50
0	1	-69.1200	115.4800	16380	37.37	0.50
0	1	-48.3200	303.8900	10576	36.52	0.50
202250	2	-52.2005	303.4062	11347	35.87	0.50
0	1	-55.4700	303.2800	10370	36.07	0.50
0	1	-48.2600	302.1300	10482	35.22	0.50
0	1	-63.1900	297.1200	16184	36.67	0.50
0	1	-53.5200	298.2600	12051	35.55	0.50
201537	2	-76.9851	160.9253	12645	35.63	0.50
0	1	-64.8900	142.4300	16174	37.42	0.50
0	1	-61.8400	149.9400	8843	35.26	0.50
204007	1	-66.0241	158.0311	15676	36.63	0.35
0	1	-64.3200	163.6700	12796	36.17	0.50
0	1	-55.6800	173.0700	16082	37.64	0.50
0	1	-52.6800	172.7700	11107	36.80	0.50
201791	2	-53.2446	173.1808	13197	36.33	0.35
0	1	-50.7100	178.3800	11488	36.04	0.50
0	1	-53.5700	183.8700	9559	36.03	0.50
0	1	-57.9600	195.8700	13814	36.53	0.50
0	1	-49.2400	179.0800	11388	36.24	0.50
0	1	-58.7800	246.2800	12172	35.77	0.50
0	1	-56.6400	255.1900	11941	35.85	0.50
0	1	-56.2900	245.0800	15892	37.06	0.50
206543	1	-45.3885	188.9065	10638	35.26	0.50
207084	1	-49.3582	267.8001	9960	36.31	0.50
200546	5	-50.4751	205.1372	9429	34.92	0.35
209391	1	-45.5390	193.0604	5359	34.41	0.50
0	1	-47.7300	269.4500	13663	36.96	0.50
0	1	-48.3800	210.5700	12068	36.40	0.50
206962	1	-43.5752	196.6426	9777	35.86	0.50
0	1	-41.2200	191.5900	3856	33.72	0.20
206155	1	-42.3619	196.6732	9876	35.26	0.50
202158	2	-39.8991	191.2657	8016	34.95	0.50
205663	1	-39.0609	192.0856	11447	35.48	0.50
0	1	-44.5900	212.4800	8665	35.55	0.50
0	1	-38.1600	195.5500	11977	36.64	0.50
0	1	-38.8100	201.7700	11357	35.85	0.50
202182	2	-32.4952	193.9912	9806	36.03	0.50
200381	6	-37.7624	204.0891	9177	35.40	0.35
207819	1	-35.1983	198.9882	10164	36.22	0.35
0	1	-39.7300	211.2800	11015	35.66	0.50
0	1	-35.6300	201.6800	12774	36.20	0.50
0	1	-38.9200	210.2500	10993	36.26	0.50
0	1	-36.6900	204.3600	11910	34.97	0.50
0	1	-34.9500	201.6500	11704	37.38	0.50
201125	3	-35.7061	286.5920	8167	35.87	0.29
0	1	-42.7600	233.7000	16041	37.11	0.50
200652	6	-35.4522	206.2594	11582	35.64	0.22
0	1	-35.3200	207.4300	11405	36.62	0.50
0	1	-41.9500	245.9500	14194	36.55	0.50
204170	1	-33.9823	207.4922	14384	35.11	0.50
0	1	-34.4900	210.5200	15160	36.56	0.50
206344	1	-32.7200	206.4455	8407	35.26	0.50
0	1	-40.1600	242.7900	16075	37.57	0.50
204769	1	-30.6409	204.4865	13672	37.08	0.50
201574	2	-29.4962	203.9460	14123	35.61	0.35
206554	1	-32.9176	211.5700	11529	35.90	0.50
0	1	-27.8600	202.3300	9481	36.64	0.50
0	1	-38.6700	261.7600	15942	36.08	0.50
0	1	-38.4000	262.0600	15931	36.71	0.50
206151	1	-38.1983	262.5327	11886	35.99	0.50
0	1	-30.3800	210.2800	13682	36.81	0.50
0	1	-25.1600	199.1000	7074	35.43	0.40
0	1	-37.5500	261.5200	15581	37.09	0.50
0	1	-37.2100	248.7000	13739	36.31	0.50
200994	3	-31.6078	219.7686	16498	36.94	0.22
0	1	-32.1600	222.0000	9148	35.27	0.50
0	1	-30.6000	217.4400	9131	35.95	0.50
0	1	-30.8900	218.3600	8388	35.29	0.50
0	1	-32.1700	222.4500	12585	35.19	0.50
0	1	-36.3300	267.7800	14218	36.51	0.50
205436	1	-32.3117	288.3710	13325	35.65	0.50
0	1	-31.1700	221.4100	12665	35.54	0.50
200129	10	-22.7935	201.4833	8079	35.42	0.25
201646	2	-29.2801	217.1774	12688	35.63	0.29
0	1	-25.4000	207.3800	10459	35.69	0.50
201748	2	-26.1719	208.9548	10561	35.97	0.50
200883	3	-28.2179	213.9814	13024	36.85	0.35
0	1	-35.9600	260.9000	15471	37.27	0.50
0	1	-35.3300	270.4300	15630	36.39	0.50
0	1	-35.9400	260.8100	15210	37.66	0.50
204768	1	-35.6783	254.2257	14009	36.67	0.35
200934	3	-22.8141	204.8101	7432	34.89	0.50
0	1	-35.4200	264.8300	15403	36.63	0.50
0	1	-35.4900	257.8100	13313	36.39	0.50
204544	1	-27.4547	217.1419	13178	36.78	0.35
0	1	-28.5200	220.4400	14143	36.76	0.50
204020	1	-26.2319	213.3277	16397	36.31	0.50
0	1	-26.4400	217.1700	12941	37.02	0.50
0	1	-22.5800	208.1500	9997	35.21	0.50
204804	1	-27.3197	219.2228	13819	36.46	0.35
0	1	-21.5400	206.0800	15914	35.90	0.50
0	1	-26.5300	217.7800	13361	36.75	0.50
204172	1	-25.2567	215.0836	13178	36.22	0.50
200459	5	-33.7677	251.9330	12781	36.19	0.29
201543	2	-23.8290	211.8788	13284	36.40	0.29
0	1	-24.1800	213.2200	14059	35.58	0.50
202913	2	-33.7926	268.2574	12588	36.31	0.29
0	1	-23.9900	213.3300	13919	36.80	0.50
206487	1	-20.6574	206.1476	9082	35.11	0.50
0	1	-21.7600	208.7400	14062	35.71	0.50
